Record Length,2.500000e+03,,  -2.520000000000,   0.01200,
Sample Interval,2.000000e-03,,  -2.518000000000,   0.01200,
Trigger Point,1.260000000000e+03,,  -2.516000000000,   0.01200,
,,,  -2.514000000000,   0.01200,
,,,  -2.512000000000,   0.01200,
,,,  -2.510000000000,   0.02000,
Source,CH1,,  -2.508000000000,   0.01600,
Vertical Units,V,,  -2.506000000000,   0.00400,
Vertical Scale,1.000000e-01,,  -2.504000000000,   0.02000,
Vertical Offset,0.000000e+00,,  -2.502000000000,   0.02000,
Horizontal Units,s,,  -2.500000000000,   0.11600,
Horizontal Scale,5.000000e-01,,  -2.498000000000,   0.01200,
Pt Fmt,Y,,  -2.496000000000,   0.01600,
Yzero,0.000000e+00,,  -2.494000000000,   0.01200,
Probe Atten,1.000000e+00,,  -2.492000000000,   0.01200,
Model Number,TBS1072B,,  -2.490000000000,   0.01600,
Serial Number,C010421,,  -2.488000000000,   0.01600,
Firmware Version,FV:v2.00,,  -2.486000000000,   0.01200,
,,,-02.484000000000,   0.01200,
,,,-02.482000000000,   0.01200,
,,,-02.480000000000,   0.01200,
,,,-02.478000000000,   0.02000,
,,,-02.476000000000,   0.01600,
,,,-02.474000000000,   0.02000,
,,,-02.472000000000,   0.01200,
,,,-02.470000000000,   0.01200,
,,,-02.468000000000,   0.02000,
,,,-02.466000000000,   0.01600,
,,,-02.464000000000,   0.01200,
,,,-02.462000000000,   0.01600,
,,,-02.460000000000,   0.01600,
,,,-02.458000000000,   0.01200,
,,,-02.456000000000,   0.01200,
,,,-02.454000000000,   0.01200,
,,,-02.452000000000,   0.01200,
,,,-02.450000000000,   0.02000,
,,,-02.448000000000,   0.00800,
,,,-02.446000000000,   0.01600,
,,,-02.444000000000,   0.01600,
,,,-02.442000000000,   0.01600,
,,,-02.440000000000,   0.01200,
,,,-02.438000000000,   0.01600,
,,,-02.436000000000,   0.01200,
,,,-02.434000000000,   0.01600,
,,,-02.432000000000,   0.01200,
,,,-02.430000000000,   0.01200,
,,,-02.428000000000,   0.01600,
,,,-02.426000000000,   0.01200,
,,,-02.424000000000,   0.01600,
,,,-02.422000000000,   0.01200,
,,,-02.420000000000,   0.01200,
,,,-02.418000000000,   0.01600,
,,,-02.416000000000,   0.01200,
,,,-02.414000000000,   0.01600,
,,,-02.412000000000,   0.01200,
,,,-02.410000000000,   0.01600,
,,,-02.408000000000,   0.01200,
,,,-02.406000000000,   0.01200,
,,,-02.404000000000,   0.01200,
,,,-02.402000000000,   0.02800,
,,,-02.400000000000,   0.01600,
,,,-02.398000000000,   0.01200,
,,,-02.396000000000,   0.01200,
,,,-02.394000000000,   0.01200,
,,,-02.392000000000,   0.01600,
,,,-02.390000000000,   0.01600,
,,,-02.388000000000,   0.01600,
,,,-02.386000000000,   0.01200,
,,,-02.384000000000,   0.01600,
,,,-02.382000000000,   0.01200,
,,,-02.380000000000,   0.01200,
,,,-02.378000000000,   0.02000,
,,,-02.376000000000,   0.01600,
,,,-02.374000000000,   0.01600,
,,,-02.372000000000,   0.01600,
,,,-02.370000000000,   0.01600,
,,,-02.368000000000,   0.01600,
,,,-02.366000000000,   0.01200,
,,,-02.364000000000,   0.02000,
,,,-02.362000000000,   0.01600,
,,,-02.360000000000,   0.01200,
,,,-02.358000000000,   0.01200,
,,,-02.356000000000,   0.02000,
,,,-02.354000000000,   0.02000,
,,,-02.352000000000,   0.03200,
,,,-02.350000000000,   0.01600,
,,,-02.348000000000,   0.01200,
,,,-02.346000000000,   0.01200,
,,,-02.344000000000,   0.01600,
,,,-02.342000000000,   0.02000,
,,,-02.340000000000,   0.01200,
,,,-02.338000000000,   0.01600,
,,,-02.336000000000,   0.01200,
,,,-02.334000000000,   0.01200,
,,,-02.332000000000,   0.01600,
,,,-02.330000000000,   0.02000,
,,,-02.328000000000,   0.01200,
,,,-02.326000000000,   0.01600,
,,,-02.324000000000,   0.01200,
,,,-02.322000000000,   0.02400,
,,,-02.320000000000,   0.00800,
,,,-02.318000000000,   0.01600,
,,,-02.316000000000,   0.01200,
,,,-02.314000000000,   0.01200,
,,,-02.312000000000,   0.01600,
,,,-02.310000000000,   0.01200,
,,,-02.308000000000,   0.01200,
,,,-02.306000000000,   0.01600,
,,,-02.304000000000,   0.01200,
,,,-02.302000000000,   0.04800,
,,,-02.300000000000,   0.00800,
,,,-02.298000000000,   0.01600,
,,,-02.296000000000,   0.01200,
,,,-02.294000000000,   0.00800,
,,,-02.292000000000,   0.01600,
,,,-02.290000000000,   0.02000,
,,,-02.288000000000,   0.01200,
,,,-02.286000000000,   0.01200,
,,,-02.284000000000,   0.02800,
,,,-02.282000000000,   0.01200,
,,,-02.280000000000,   0.01200,
,,,-02.278000000000,   0.01200,
,,,-02.276000000000,   0.01600,
,,,-02.274000000000,   0.01200,
,,,-02.272000000000,   0.01200,
,,,-02.270000000000,   0.01200,
,,,-02.268000000000,   0.00800,
,,,-02.266000000000,   0.01600,
,,,-02.264000000000,   0.01600,
,,,-02.262000000000,   0.01600,
,,,-02.260000000000,   0.02000,
,,,-02.258000000000,   0.01200,
,,,-02.256000000000,   0.02000,
,,,-02.254000000000,   0.02000,
,,,-02.252000000000,  -0.00400,
,,,-02.250000000000,   0.12400,
,,,-02.248000000000,   0.00800,
,,,-02.246000000000,   0.01200,
,,,-02.244000000000,   0.05600,
,,,-02.242000000000,   0.01600,
,,,-02.240000000000,   0.01200,
,,,-02.238000000000,   0.02000,
,,,-02.236000000000,   0.01200,
,,,-02.234000000000,   0.01200,
,,,-02.232000000000,   0.01600,
,,,-02.230000000000,   0.01200,
,,,-02.228000000000,   0.01200,
,,,-02.226000000000,   0.01200,
,,,-02.224000000000,   0.01200,
,,,-02.222000000000,   0.02000,
,,,-02.220000000000,   0.01600,
,,,-02.218000000000,   0.01200,
,,,-02.216000000000,   0.01200,
,,,-02.214000000000,   0.01200,
,,,-02.212000000000,   0.01200,
,,,-02.210000000000,   0.01200,
,,,-02.208000000000,   0.01200,
,,,-02.206000000000,   0.00800,
,,,-02.204000000000,   0.01200,
,,,-02.202000000000,   0.01200,
,,,-02.200000000000,   0.01200,
,,,-02.198000000000,   0.02400,
,,,-02.196000000000,   0.01600,
,,,-02.194000000000,   0.02000,
,,,-02.192000000000,   0.01200,
,,,-02.190000000000,   0.01600,
,,,-02.188000000000,   0.01600,
,,,-02.186000000000,   0.01600,
,,,-02.184000000000,   0.01600,
